sample_id,assigned_cluster,best_correlation,second_best_correlation,confidence_gap,high_confidence
MB-0454,SNF_C1,0.2935613553193572,-0.09974296945282075,0.3933043247721779,TRUE
MB-0392,SNF_C2,0.15772988011771105,0.06240569431841218,0.09532418579929887,TRUE
MB-0336,SNF_C1,0.16336434556881493,-0.005403690583589755,0.16876803615240468,TRUE
MB-0467,SNF_C3,0.21370827223575478,-0.09521215200357387,0.30892042423932864,TRUE
MB-0349,SNF_C1,0.16789352580997502,-0.04299064981682223,0.21088417562679723,TRUE
MB-0378,SNF_C3,0.2655012212370446,-0.12031787707191444,0.38581909830895905,TRUE
MB-0176,SNF_C2,0.13611133220652363,0.019372473283927782,0.11673885892259585,TRUE
MB-0429,SNF_C1,0.2672656686136514,-0.06365345663289997,0.33091912524655137,TRUE
MB-0397,SNF_C2,0.2779577809944296,-0.01825076725564867,0.29620854825007825,TRUE
MB-0571,SNF_C1,0.13731852427491104,0.11374207379179403,0.023576450483117004,FALSE
MB-0426,SNF_C2,0.29025975407722576,-0.08936157077372854,0.3796213248509543,TRUE
MB-0135,SNF_C1,0.2973515656953846,-0.08811289694640528,0.3854644626417899,TRUE
MB-0112,SNF_C2,0.14190782264012022,-0.029594006547873444,0.17150182918799367,TRUE
MB-0352,SNF_C3,0.26654958160151593,0.048082914033734964,0.21846666756778096,TRUE
MB-0644,SNF_C2,0.4247920114587978,-0.023143240099458787,0.4479352515582566,TRUE
MB-0601,SNF_C3,0.07092382563016258,0.018196324482535668,0.05272750114762692,TRUE
MB-0568,SNF_C2,0.268292986394779,-1.8957941090254628e-4,0.26848256580568153,TRUE
MB-0328,SNF_C1,0.17126884663746705,-0.07892435117859695,0.250193197816064,TRUE
MB-0325,SNF_C3,0.2323633989787256,-0.0063005623196731595,0.23866396129839876,TRUE
MB-0358,SNF_C3,0.11247824881563181,0.059916499965761,0.05256174884987082,TRUE
MB-0413,SNF_C1,0.08991872554179842,0.0865310328086829,0.0033876927331155104,FALSE
MB-0158,SNF_C3,0.27185608415012613,-0.05500684576691208,0.3268629299170382,TRUE
MB-0636,SNF_C2,0.1764954646191357,-0.06531694298736607,0.24181240760650177,TRUE
MB-0145,SNF_C2,0.5121842373067468,-0.07666719972160159,0.5888514370283484,TRUE
MB-0195,SNF_C1,0.2885503719290042,-0.09191934937018773,0.3804697212991919,TRUE
MB-0422,SNF_C2,0.18337155593820517,0.13296339467331061,0.05040816126489456,TRUE
MB-0483,SNF_C1,0.13107116165682428,-0.02583752061151104,0.15690868226833532,TRUE
MB-0317,SNF_C1,0.16103769387117034,0.1016650844680704,0.059372609403099935,TRUE
MB-0486,SNF_C2,0.16517611146143957,0.0838425224169918,0.08133358904444776,TRUE
MB-0139,SNF_C2,0.42880353834183976,-0.14083268160109014,0.5696362199429299,TRUE
MB-0257,SNF_C1,0.20777702505880752,0.18703108644140812,0.0207459386173994,FALSE
MB-0345,SNF_C2,0.3842904312591011,-0.015024260755233918,0.39931469201433506,TRUE
MB-0375,SNF_C3,0.42831084383408585,-0.062069666519142544,0.4903805103532284,TRUE
MB-0419,SNF_C1,0.1785371352421896,0.09594550910803964,0.08259162613414994,TRUE
MB-0480,SNF_C1,0.19627099139713805,0.14293369619478277,0.05333729520235528,TRUE
MB-0311,SNF_C1,0.09451353137201593,-0.0024297934288514465,0.09694332480086737,TRUE
MB-0324,SNF_C1,0.2909761836504825,-0.0868917319022379,0.37786791555272037,TRUE
MB-0368,SNF_C1,0.2596427281904494,-0.08231310973186698,0.34195583792231643,TRUE
MB-0389,SNF_C2,0.04690611853747552,0.03786158780215762,0.009044530735317899,FALSE
MB-0248,SNF_C1,0.2130251246631266,-0.04471110066959888,0.25773622533272544,TRUE
MB-0035,SNF_C1,0.1458661425954096,-0.04589780358687375,0.19176394618228335,TRUE
MB-0667,SNF_C1,0.06456336773421677,0.01920987231045509,0.04535349542376167,TRUE
MB-0423,SNF_C2,0.4719278289920418,-0.1259368441127061,0.5978646731047479,TRUE
MB-0904,SNF_C2,0.2123775928892216,0.0990033948548437,0.11337419803437788,TRUE
MB-0119,SNF_C1,0.21511734962898335,-0.0661961723669551,0.28131352199593845,TRUE
MB-0650,SNF_C2,0.1354221186722363,-0.0313305806246728,0.1667526992969091,TRUE
MB-0204,SNF_C2,0.3629340653945422,-0.042064454081594954,0.4049985194761372,TRUE
MB-0184,SNF_C1,0.24491958917116932,-0.12355357292816681,0.3684731620993361,TRUE
MB-0600,SNF_C1,0.3070552383231111,-0.03680409857290252,0.3438593368960136,TRUE
MB-0400,SNF_C3,0.41811753857307427,-0.21473085681652843,0.6328483953896027,TRUE
MB-0511,SNF_C2,0.29135790508561527,-0.06440356787523265,0.3557614729608479,TRUE
