view_a,view_b,n_shared_TFs,median_per_TF_spearman
collectri__norm_wsum,dorothea_AC_edgeperm__consensus,224,0.23076323537664517
collectri__norm_wsum,dorothea_AB_edgeperm__consensus,110,0.2601963204045226
collectri__norm_wsum,collectri_edgeperm__consensus,535,0.24216611245639605
dorothea_AC_edgeperm__norm_wsum,dorothea_AB_edgeperm__norm_wsum,111,0.24445719047839276
dorothea_AC_edgeperm__norm_wsum,collectri_edgeperm__norm_wsum,221,0.32131623217934147
dorothea_AC_edgeperm__norm_wsum,dorothea_AC__consensus,261,0.21312010480853197
dorothea_AC_edgeperm__norm_wsum,dorothea_AB__consensus,110,0.1885495682607242
dorothea_AC_edgeperm__norm_wsum,collectri__consensus,224,0.26706460325730913
dorothea_AC_edgeperm__norm_wsum,dorothea_AC_edgeperm__consensus,268,0.9872415135086126
dorothea_AC_edgeperm__norm_wsum,dorothea_AB_edgeperm__consensus,111,0.19402972865419124
dorothea_AC_edgeperm__norm_wsum,collectri_edgeperm__consensus,221,0.26757960401400444
dorothea_AB_edgeperm__norm_wsum,collectri_edgeperm__norm_wsum,110,0.3823099499922037
dorothea_AB_edgeperm__norm_wsum,dorothea_AC__consensus,108,0.18001878971152246
dorothea_AB_edgeperm__norm_wsum,dorothea_AB__consensus,108,0.18555602849221475
dorothea_AB_edgeperm__norm_wsum,collectri__consensus,110,0.2893836168161129
dorothea_AB_edgeperm__norm_wsum,dorothea_AC_edgeperm__consensus,111,0.18296974690099543
dorothea_AB_edgeperm__norm_wsum,dorothea_AB_edgeperm__consensus,112,0.9911927820015074
dorothea_AB_edgeperm__norm_wsum,collectri_edgeperm__consensus,110,0.3278402826993352
collectri_edgeperm__norm_wsum,dorothea_AC__consensus,217,0.19548719716693777
collectri_edgeperm__norm_wsum,dorothea_AB__consensus,109,0.25318541272015394
collectri_edgeperm__norm_wsum,collectri__consensus,535,0.29362996058712226
collectri_edgeperm__norm_wsum,dorothea_AC_edgeperm__consensus,221,0.25967862080336757
collectri_edgeperm__norm_wsum,dorothea_AB_edgeperm__consensus,110,0.33056316397610697
collectri_edgeperm__norm_wsum,collectri_edgeperm__consensus,558,0.9770975004876112
dorothea_AC__consensus,dorothea_AB__consensus,111,0.9988433697763678
dorothea_AC__consensus,collectri__consensus,220,0.410689443414788
dorothea_AC__consensus,dorothea_AC_edgeperm__consensus,261,0.17688659836027368
dorothea_AC__consensus,dorothea_AB_edgeperm__consensus,108,0.16064830464059524
dorothea_AC__consensus,collectri_edgeperm__consensus,217,0.1571198547421309
dorothea_AB__consensus,collectri__consensus,109,0.6335966951750894
dorothea_AB__consensus,dorothea_AC_edgeperm__consensus,110,0.14964989789869276
dorothea_AB__consensus,dorothea_AB_edgeperm__consensus,108,0.1655271630058201
dorothea_AB__consensus,collectri_edgeperm__consensus,109,0.24647127608994127
collectri__consensus,dorothea_AC_edgeperm__consensus,224,0.231231634606192
collectri__consensus,dorothea_AB_edgeperm__consensus,110,0.25954933557780646
collectri__consensus,collectri_edgeperm__consensus,535,0.23875352007476017
dorothea_AC_edgeperm__consensus,dorothea_AB_edgeperm__consensus,111,0.1701823967511841
dorothea_AC_edgeperm__consensus,collectri_edgeperm__consensus,221,0.21596623701432416
dorothea_AB_edgeperm__consensus,collectri_edgeperm__consensus,110,0.2928138219084856
