gene_id,variance
ENSG00000138755.6,5.427710248453702
ENSG00000198944.6,5.425391492491036
ENSG00000099960.13,5.412985876167906
ENSG00000167656.5,5.411508375395261
ENSG00000163491.16,5.409072038691995
ENSG00000171243.8,5.408945409428583
ENSG00000197308.9,5.401603971848575
ENSG00000069535.14,5.400068426059257
ENSG00000113924.12,5.399366071178211
ENSG00000133063.16,5.396702708405734
ENSG00000149043.16,5.379142945713131
ENSG00000105929.16,5.37511103203494
ENSG00000102109.9,5.365830467476241
ENSG00000276644.5,5.364312931656415
ENSG00000106278.12,5.360523685180613
ENSG00000226745.2,5.360496255718207
ENSG00000114805.18,5.359388116246737
ENSG00000211956.2,5.351371778516243
ENSG00000180818.5,5.3507731272506005
ENSG00000169562.13,5.332893290406103
ENSG00000211976.2,5.32607496198968
ENSG00000167653.5,5.323989249588993
ENSG00000133048.13,5.316814093833379
ENSG00000106688.12,5.314769736728038
ENSG00000248360.7,5.314392228813095
ENSG00000198077.10,5.3141544171781465
ENSG00000132164.10,5.307577212125781
ENSG00000141744.4,5.305236181055455
ENSG00000104321.11,5.301305692157953
ENSG00000139910.20,5.301146302783592
ENSG00000253154.2,5.2996579099917485
ENSG00000198535.5,5.296697376010122
ENSG00000165125.22,5.295022002757195
ENSG00000211973.2,5.288672714292582
ENSG00000154478.4,5.283708569642174
ENSG00000244575.3,5.26801857197933
ENSG00000134760.6,5.267795816083618
ENSG00000278196.3,5.266932232692662
ENSG00000230076.1,5.265871384839777
ENSG00000224650.2,5.265212742182861
ENSG00000176887.7,5.263719593251937
ENSG00000009709.12,5.260819627578671
ENSG00000285094.1,5.257552395590555
ENSG00000205592.15,5.249774144373271
ENSG00000171199.11,5.243401669580571
ENSG00000124664.11,5.242008940797802
ENSG00000101441.4,5.240491643255088
ENSG00000204740.11,5.236146778606006
ENSG00000211951.2,5.235545198692688
ENSG00000064886.14,5.227221663444151
ENSG00000117322.18,5.221537959498218
ENSG00000124429.18,5.221055469930813
ENSG00000103460.17,5.218098789390188
ENSG00000238178.7,5.212911726943844
ENSG00000147689.16,5.210302136398125
ENSG00000171124.13,5.210105625806914
ENSG00000144331.20,5.204467318583803
ENSG00000239855.1,5.196843718796632
ENSG00000129151.9,5.188504955672368
ENSG00000119547.6,5.17378942441333
ENSG00000178445.10,5.173184253607204
ENSG00000091513.16,5.159095811644256
ENSG00000057593.14,5.158978560594685
ENSG00000187045.19,5.157515410284812
ENSG00000187527.11,5.1546246857814735
ENSG00000262406.3,5.146328110737119
ENSG00000043355.12,5.110412324200634
ENSG00000169083.18,5.110044381828398
ENSG00000135480.16,5.104755191594394
ENSG00000252621.1,5.098055219222116
ENSG00000282639.1,5.0972141474715595
ENSG00000233508.3,5.094542148694482
ENSG00000139865.16,5.08978328254774
ENSG00000170477.13,5.089270950306126
ENSG00000168004.10,5.086964835029806
ENSG00000162366.8,5.084193187412917
ENSG00000119866.22,5.076604884108009
ENSG00000162975.5,5.065369524985329
ENSG00000231475.3,5.059361505894475
ENSG00000196754.13,5.053845033754585
ENSG00000135069.14,5.050308394831298
ENSG00000150051.14,5.046407721374081
ENSG00000188175.10,5.032343858052962
ENSG00000218416.4,5.0297497102540465
ENSG00000227097.5,5.024984047454645
ENSG00000163879.11,5.023297368007033
ENSG00000237940.3,5.0204356361756455
ENSG00000231826.6,5.019731791622521
ENSG00000280916.2,5.011614889112107
ENSG00000138650.9,5.008465379227933
ENSG00000107954.10,5.0000383143254
ENSG00000204832.10,4.999773701482009
ENSG00000274576.2,4.992022060739683
ENSG00000162631.19,4.982441892448735
ENSG00000127249.15,4.977671311268671
ENSG00000166106.3,4.976965126433711
ENSG00000107984.10,4.973168176069135
ENSG00000243290.3,4.972257626333055
ENSG00000147256.12,4.972174946796706
ENSG00000174607.11,4.971997959659149
ENSG00000007216.15,4.97046565640363
ENSG00000238117.1,4.96052333813353
ENSG00000148488.17,4.955321533668377
ENSG00000174498.14,4.951516880027965
ENSG00000205002.4,4.951076198052022
ENSG00000115648.14,4.9501579050658195
ENSG00000101938.15,4.941310975195021
ENSG00000243238.1,4.941207512558726
ENSG00000163362.11,4.938615242951322
ENSG00000095627.9,4.925154925254071
ENSG00000178965.14,4.922142186454481
ENSG00000204049.1,4.920677954859634
ENSG00000163017.14,4.920566273056921
ENSG00000106809.11,4.916448273687718
ENSG00000272068.1,4.915200970354012
ENSG00000229453.2,4.911374799166814
ENSG00000272405.1,4.910784331594894
ENSG00000179455.10,4.910136036383843
ENSG00000163064.7,4.908390216276922
