k,ari_SNF_fused,ari_expression_only,added_value_point_estimate,added_value_ci_lower,added_value_ci_upper,n_boot_valid
2,0.4113403888287661,0.4021180623382205,0.009222326490545607,-0.015606301615693558,0.05806387373741656,500
3,0.32635449699892727,0.3053098462032744,0.021044650795652875,-0.11675985413445614,0.054967065950949384,500
