ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,k,cluster
HALLMARK_G2M_CHECKPOINT,HALLMARK_G2M_CHECKPOINT,199,0.5879671730424456,2.6687762087534996,1e-10,5.555555555555555e-10,2.456140350877193e-10,4580,"tags=60%, list=23%, signal=47%",NASP/HMGA1/CDC20/E2F3/CENPA/ODC1/LBR/STMN1/MCM5/CHEK1/KIF2C/TTK/E2F2/AURKB/SLC7A5/NDC80/AMD1/DKC1/RAD54L/MCM6/CKS1B/EZH2/TFDP1/CDC25A/MCM3/TENT4A/STIL/PLK1/DBF4/CCNB2/ORC6/BUB1/KATNA1/CDC45/PML/CCNA2/PRIM2/EXO1/TPX2/E2F4/CDC25B/DDX39A/PTTG1/INCENP/CDC7/UCK2/FBXO5/MYBL2/NCL/UBE2C/SYNCRIP/SUV39H1/SNRPD1/CDKN2C/BIRC5/HIRA/CKS2/KIF23/UBE2S/H2AZ1/CHAF1A/DMD/KIF15/SAP30/CDK4/MKI67/KIF4A/ILF3/CENPF/TACC3/EFNA5/MAD2L1/CUL1/CDK1/JPT1/TRA2B/E2F1/HNRNPD/MCM2/RBL1/FANCC/POLQ/AURKA/TROAP/LMNB1/CDKN3/CENPE/H2AX/KPNA2/HMMR/KIF11/PLK4/SLC7A1/TMPO/MYC/ATF5/SRSF2/TRAIP/BRCA2/PRC1/NOLC1/SFPQ/KMT5A/MTF2/NUP50/SMC4/CHMP1A/XPO1/DTYMK/NEK2/CASP8AP2/PBK/RPA2/POLA2/HMGB3/EWSR1/ESPL1/KNL1/HIF1A,2,SNF_C2
HALLMARK_MYC_TARGETS_V1,HALLMARK_MYC_TARGETS_V1,200,0.5682670090666201,2.585340878468937,1e-10,5.555555555555555e-10,2.456140350877193e-10,4402,"tags=51%, list=22%, signal=40%",CTPS1/CDC20/DEK/ODC1/SERBP1/PSMB2/RFC4/MCM5/SRPK1/IFRD1/MCM7/RANBP1/ILF2/HDAC2/KARS1/MCM6/TFDP1/USP1/HDGF/PRDX4/SNRPG/CDC45/PABPC4/LSM2/FBL/CCNA2/SNRPA1/CAD/PPM1G/MRPL9/CCT4/UBA2/YWHAQ/TYMS/SYNCRIP/MCM4/SNRPD1/EIF3B/CCT5/SF3B3/PABPC1/SRM/STARD7/NOP16/H2AZ1/CDK4/EIF2S2/TCP1/PHB2/SNRPA/MAD2L1/PSMD7/SRSF3/CUL1/HDDC2/PSMD14/DDX18/SSB/TRA2B/SSBP1/HNRNPD/MCM2/COX5A/XRCC6/HSPD1/PCNA/KPNA2/SRSF7/PGK1/CCT7/ACP1/PSMA7/NOP56/RAN/HNRNPA3/PSMC4/PSMA4/ABCE1/MYC/CCT3/TARDBP/SRSF2/PRPS2/POLE3/AIMP2/EEF1B2/NOLC1/HPRT1/DDX21/CDK2/EPRS1/HSPE1/XPOT/XPO1/SET/LSM7/CNBP/CYC1/PSMD8/EIF3D/PPIA/RRP9,2,SNF_C2
HALLMARK_INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,199,0.5534012373221423,2.511881825677136,1e-10,5.555555555555555e-10,2.456140350877193e-10,6668,"tags=66%, list=33%, signal=45%",WARS1/PLA2G4A/IDO1/NUP93/PSMB2/IFNAR2/RIPK2/CXCL10/PTPN2/PTGS2/PIM1/PFKP/CD38/PELI1/UPP1/TAP1/NMI/IL15RA/PML/SLAMF7/IRF4/NLRC5/IL18BP/CXCL11/ICAM1/VCAM1/CCL5/PNP/CD274/PSMB9/CSF2RB/ITGB7/GBP4/SOCS1/CD40/MTHFD2/TNFAIP2/BANK1/PNPT1/PLSCR1/ZBP1/CXCL9/CIITA/GPR18/IFIH1/BATF2/HLA-A/IL15/MX2/HLA-B/RTP4/EPSTI1/CCL7/TNFAIP3/XCL1/ISG20/IRF1/LY6E/HLA-G/LCP2/CASP1/APOL6/CD86/IFI44/GBP6/TMT1B/MYD88/FAS/GZMA/IL7/IRF8/HLA-DMA/TAPBP/IL10RA/HLA-DRB1/STAT4/NAMPT/IFI30/TRIM26/STAT1/FCGR1A/CASP4/PSMB10/LYSMD2/SAMHD1/PSMB8/SECTM1/CD74/C1S/PARP12/C1R/B2M/KLRK1/CMPK2/LAP3/OASL/PDE4B/CCL2/IRF5/HIF1A/GCH1/ST8SIA4/USP18/RSAD2/IFIT2/SAMD9L/CASP3/IFI44L/HLA-DQA1/TRIM21/STAT2/NOD1/CMKLR1/PSME2/IL2RB/PTPN6/FPR1/VAMP5/CD69/BTG1/MARCHF1/PSMA3/PARP14/UBE2L6/BPGM/MT2A/P2RY14/XAF1/SLC25A28/MX1/FGL2/IFIT3,2,SNF_C2
HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_ESTROGEN_RESPONSE_LATE,200,-0.43797367069213283,-2.368773224835759,1e-10,5.555555555555555e-10,2.456140350877193e-10,3361,"tags=45%, list=17%, signal=38%",PLAC1/FKBP4/KRT19/SERPINA3/PLXNB1/SORD/PLAAT3/PTGES/LARGE1/CALCR/CYP4F11/FGFR3/SERPINA1/BAG1/GLA/OVOL2/CPE/TOB1/DLG5/DYNLT3/PDCD4/SLC1A4/ALDH3A2/MOCS2/DHRS2/ST6GALNAC2/EMP2/HMGCS2/DNAJC1/IGSF1/HSPB8/EGR3/AREG/TJP3/TFPI2/RAB31/FLNB/CHST8/ITPK1/CXCL14/TPSAB1/CELSR2/MYOF/AFF1/SCNN1A/ACOX2/AMFR/GPER1/NHERF1/NRIP1/PRLR/ABCA3/TFF3/EEIG1/COX6C/PRSS23/UGDH/ABHD2/TPBG/SIAH2/SLC27A2/ARL3/SERPINA5/CISH/IGFBP4/RET/CCND1/ELOVL5/SEMA3B/MYB/BCL2/NPY1R/TFF1/AGR2/TSPAN13/PTGER3/PDZK1/ASCL1/WFS1/CACNA2D2/ANXA9/RABEP1/DNAJC12/XBP1/SLC22A5/PGR/MAPT/IL6ST/CA12/SCUBE2,2,SNF_C2
HALLMARK_MTORC1_SIGNALING,HALLMARK_MTORC1_SIGNALING,200,0.48011152436801996,2.184275930801326,1e-10,5.555555555555555e-10,2.456140350877193e-10,4634,"tags=48%, list=23%, signal=37%",PSAT1/PHGDH/WARS1/ENO1/CTSC/PDK1/IFRD1/POLR3G/PSMG1/SLC7A5/CDC25A/PLK1/PGM1/ACTR3/BUB1/GAPDH/TPI1/NFIL3/GMPS/SRD5A1/DDX39A/CCT6A/TUBA4A/PSPH/SHMT2/CALR/GPI/TOMM40/PNP/MCM4/RPN1/PITPNB/TES/PNO1/MTHFD2/CXCR4/DAPP1/NFYC/CORO1A/VLDLR/STARD4/EIF2S2/LGMN/NUP205/SLC2A1/PDAP1/ARPC5L/PSMD14/EBP/SERPINH1/HMBS/RRM2/MCM2/ITGB2/NFKBIB/AURKA/MLLT11/PSMC2/MAP2K3/PPA1/HSPD1/CACYBP/HSP90B1/DDIT4/ABCF2/DHCR7/PGK1/TFRC/PSMC4/UCHL5/PSMA4/NAMPT/IFI30/SLA/RPA1/PFKL/ERO1A/YKT6/UNG/ACTR2/BCAT1/PRDX1/IMMT/HPRT1/STIP1/EPRS1/SSR1/HSPE1/GOT1/PSMB5/PPIA/RRP9/IDI1/RAB1A/PSMD13/PLOD2,2,SNF_C2
HALLMARK_INFLAMMATORY_RESPONSE,HALLMARK_INFLAMMATORY_RESPONSE,198,0.4756463387101652,2.16157816541247,1e-10,5.555555555555555e-10,2.456140350877193e-10,4703,"tags=46%, list=23%, signal=36%",CHST2/LYN/LAMP3/CCL20/RIPK2/CXCL10/MARCO/ROS1/PVR/OPRK1/NMI/IL15RA/ADORA2B/IL1A/CXCL11/ICAM1/SEMA4D/CCL5/CXCR6/SPHK1/ADM/CXCL8/TNFRSF9/CD82/ABI1/PLAUR/CD40/LTA/MET/LCK/CD70/CX3CL1/CXCL9/IL18RAP/CXCL6/SLAMF1/SELL/TNFSF9/CD14/TLR1/MEFV/TLR2/IL15/IL18R1/RTP4/CCL7/CCR7/CD48/CCL24/IRF1/LY6E/TNFRSF1B/LCP2/KCNJ2/GP1BA/ATP2C1/EDN1/CYBB/RHOG/ITGB8/TAPBP/SLC7A1/LIF/IL10RA/AQP9/MYC/PTAFR/NAMPT/CCL17/KCNA3/GNA15/DCBLD2/IL7R/KIF1B/GNAI3/IL18/GPR183/ADGRE1/IRAK2/IL10/IFNGR2/PDE4B/OSM/EBI3/NMUR1/ADRM1/CCL2/HIF1A/SLC31A1/TNFSF15/GCH1/PIK3R5,2,SNF_C2
HALLMARK_MYC_TARGETS_V2,HALLMARK_MYC_TARGETS_V2,58,0.5958509088326704,2.283987802713278,8.68690316136887e-8,4.3434515806844347e-7,1.9202628040920658e-7,5035,"tags=64%, list=25%, signal=48%",MCM5/NDUFAF4/NIP7/BYSL/PLK1/TCOF1/WDR43/MPHOSPH10/MCM4/SRM/NOP16/TBRG4/MRTO4/CDK4/SUPV3L1/PES1/DDX18/DUSP2/PPRC1/MYBBP1A/WDR74/PUS1/HSPD1/RCL1/NOP56/PLK4/NOP2/MYC/IMP4/UNG/AIMP2/NOLC1/HSPE1/RRP9/SLC19A1/EXOSC5/MAP3K6,2,SNF_C2
HALLMARK_INTERFERON_ALPHA_RESPONSE,HALLMARK_INTERFERON_ALPHA_RESPONSE,97,0.5135422167239192,2.1294902824744137,2.4665550950343104e-7,1.1211614068337777e-6,4.956713588107226e-7,6668,"tags=57%, list=33%, signal=38%",WARS1/LAMP3/RIPK2/CXCL10/NCOA7/TAP1/NMI/CXCL11/PSMB9/GBP4/PNPT1/PLSCR1/IFIH1/SELL/BATF2/IL15/RTP4/EPSTI1/ISG20/IRF1/LY6E/CASP1/IFI44/CD47/IL7/IFI30/TRIM26/PSMB8/HLA-C/GBP2/CD74/C1S/PARP12/B2M/CMPK2/CNP/NUB1/LAP3/OASL/GMPR/USP18/RSAD2/IFIT2/SAMD9L/IFI44L/TRIM21/STAT2/PSME2/PSMA3/PARP14/UBE2L6/CCRL2/SLC25A28/MX1/IFIT3,2,SNF_C2
HALLMARK_TNFA_SIGNALING_VIA_NFKB,HALLMARK_TNFA_SIGNALING_VIA_NFKB,198,0.4029984679321226,1.831429400547884,2.355008558012658e-6,9.812535658386076e-6,4.338173659497001e-6,3855,"tags=35%, list=19%, signal=29%",BCL2A1/CXCL1/CCL20/BTG3/PTX3/RIPK2/CXCL10/CEBPB/PTGS2/NFKBIE/FOSL1/TAP1/SLC2A6/BMP2/IL15RA/CD83/PNRC1/NFIL3/FUT4/IL1A/CXCL11/ICAM1/RELB/RNF19B/CCL5/SPHK1/TNF/TNFRSF9/CXCL3/TRAF1/PLAUR/IL23A/TNFAIP2/SERPINB2/NFKB2/YRDC/IFIH1/CXCL6/TANK/PLEK/CCL4/TNFSF9/VEGFA/SAT1/TLR2/BIRC3/RCAN1/DUSP2/TNFAIP3/SERPINB8/MAP2K3/IRF1/CFLAR/TNFAIP8/TRIP10/EDN1/EHD1/CD80/LIF/LAMB3/B4GALT5/MYC/NAMPT/SPSB1/IL7R/IL18/BIRC2/GPR183/KYNU,2,SNF_C2
HALLMARK_COMPLEMENT,HALLMARK_COMPLEMENT,194,0.3957480279423376,1.799706791464596,6.2036352566818905e-6,2.3860135602622655e-5,1.0548691529580542e-5,5392,"tags=43%, list=27%, signal=32%",PLA2G4A/CTSV/LYN/CXCL1/CTSC/L3MBTL4/CEBPB/PIM1/GZMB/PRSS3/MMP12/CASP5/DGKG/SPOCK2/XPNPEP1/PLA2G7/CCL5/PSMB9/PFN1/CTSS/PLAUR/FYN/SERPINB2/LCK/ADRA2B/PLSCR1/WAS/LGMN/CR2/KLK1/PLEK/PREP/S100A9/C1QA/FDX1/CR1/TNFAIP3/PCSK9/C1QC/GNB4/IRF1/LCP2/GP1BA/CASP1/RHOG/C2/GZMA/CASP10/EHD1/S100A12/FCER1G/CTSL/KCNIP3/GNGT2/APOBEC3G/CD40LG/CASP4/GNAI3/KYNU/FCN1/CTSB/C1S/C1R/C3/ANXA5/HPCAL4/LAP3/F5/COL4A2/MMP15/PIK3R5/GZMK/SRC/CP/APOBEC3F/LAMP2/ME1/CASP3/PIK3CG/CPM/DYRK2/GCA/MAFF,2,SNF_C2
HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_IL6_JAK_STAT3_SIGNALING,83,0.48670275157050424,1.9808346020797853,7.70417511161086e-6,2.751491111289593e-5,1.2164487018332935e-5,3017,"tags=37%, list=15%, signal=32%",IL1R2/CXCL1/CXCL10/IL2RA/PTPN2/PIM1/CD38/TNFRSF21/IL15RA/BAK1/IL12RB1/CXCL11/TNF/CXCL3/IL2RG/LTBR/CSF2RB/SOCS1/LTB/CXCL9/CCR1/CD14/TLR2/IL18R1/CCL7/IFNGR1/IRF1/TNFRSF1B/MYD88/FAS/IL7,2,SNF_C2
HALLMARK_MITOTIC_SPINDLE,HALLMARK_MITOTIC_SPINDLE,197,0.3720259231455673,1.6897794868414997,6.775895235536668e-5,2.2586317451788897e-4,9.98552982079088e-5,5588,"tags=40%, list=28%, signal=29%",FSCN1/NCK2/KIF2C/NCK1/PIF1/TTK/CDC42EP1/NDC80/PLK1/CCNB2/MID1/BUB1/KATNA1/ANLN/TPX2/INCENP/TUBA4A/FBXO5/DLGAP5/MYO9B/BIRC5/STK38L/ABI1/KIF23/PLEKHG2/KIF15/TUBGCP3/ACTN4/CCDC88A/KIF4A/CENPF/BIN1/SUN2/CDK1/AURKA/LMNB1/MYO1E/ARHGAP27/CLIP2/SOS1/CENPE/CEP72/CEP57/KIF11/RASA2/FLNA/EPB41L2/DOCK2/WASF1/BRCA2/PRC1/KIF3C/KIF1B/BCR/ARHGEF2/GEMIN4/SMC4/SASS6/NEK2/ESPL1/RHOF/UXT/KATNB1/PCNT/ECT2/RASAL2/RACGAP1/CDC42EP4/MYH9/CKAP5/ARHGAP10/MAPRE1/SAC3D1/ARHGAP4/MARCKS/RALBP1/LRPPRC/KIF20B,2,SNF_C2
HALLMARK_GLYCOLYSIS,HALLMARK_GLYCOLYSIS,195,0.3534309806568083,1.605886015852229,5.709282938894377e-4,0.0016792008643806992,7.423835400419933e-4,6159,"tags=44%, list=30%, signal=31%",CHST2/PLOD1/NASP/ENO1/DSC2/CENPA/STMN1/EGFR/PFKP/CHST4/LCT/UGP2/RRAGD/TGFA/DEPDC1/MDH1/TPI1/ADORA2B/CLDN9/ME2/B4GALT2/CHST6/SLC25A13/KIF20A/EXT1/CXCR4/MET/SAP30/VLDLR/TKTL1/B3GNT3/VEGFA/CDK1/AURKA/ISG20/SOX9/TALDO1/EXT2/DDIT4/PYGB/HMMR/PGK1/TGFBI/TXN/PSMC4/NANP/MDH2/ERO1A/ANGPTL4/MIOX/NSDHL/IGFBP3/PKM/GOT1/PPIA/SLC16A3/CLN6/PLOD2/HS2ST1/PGAM1/GALK1/ANKZF1/NT5E/G6PD/ME1/EFNA3/SDC1/B3GAT1/RPE/AK4/LDHA/KDELR3/PGM2/DLD/GNE/B4GALT4/SDC3/GAL3ST1/SLC37A4/HAX1/P4HA2/CHST12/HSPA5/DPYSL4/ABCB6,2,SNF_C2
HALLMARK_IL2_STAT5_SIGNALING,HALLMARK_IL2_STAT5_SIGNALING,197,0.35097747527447065,1.5941753011393252,5.6119985364762e-4,0.0016792008643806992,7.423835400419933e-4,3663,"tags=31%, list=18%, signal=26%",GLIPR2/IL1R2/CCNE1/ODC1/CXCL10/IL2RA/NCS1/PIM1/NDRG1/RRAGD/TNFRSF21/BMP2/S100A1/CD83/NFIL3/IRF4/PRNP/UCK2/CTLA4/PLAGL1/PLIN2/PNP/TNFRSF9/CD79B/PDCD2L/ICOS/TRAF1/DCPS/GBP4/TNFRSF8/SOCS1/LRRC8C/LTB/BATF3/PLSCR1/SELL/ITGAE/ST3GAL4/IL18R1/ITGA6/CD48/COCH/ADAM19/IFNGR1/MYO1E/PUS1/TNFRSF1B/CD86/IRF8/CCND3/LIF/CST7/IL10RA/NOP2/MYC/ETV4/CTSZ/PTCH1/TNFRSF4/EOMES/CKAP4,2,SNF_C2
HALLMARK_UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,156,0.3571502620993446,1.5801525467783546,0.0011159558868930684,0.0030998774635918563,0.001370472141798505,4697,"tags=37%, list=23%, signal=29%",CTSV/GAL/LYN/CCNE1/BTG3/RFC4/GLS/AMD1/KLHDC3/TAP1/BMP2/BID/HLA-F/BAK1/CEBPG/ICAM1/TUBA4A/CHRNA5/TYRO3/AGO2/RPN1/FEN1/ARRB2/TARS1/GGH/NPTX2/PDAP1/SIGMAR1/EPCAM/E2F5/NKX2-5/IRF1/PRPF3/H2AX/LHX2/CDC5L/CCND3/TFRC/ALAS1/CDKN2B/YKT6/SLC6A8/POLE3/PSMC3/CCK/STK25/MGAT1/DDX21/CDK2/STIP1/CNP/CDC34/CREG1/PPIF/DNAJA1/CHKA/POLR2H/GCH1,2,SNF_C2
HALLMARK_KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,193,0.3360643538435613,1.5296075182110094,0.0017586010985833312,0.004627897627850872,0.0020460178986288066,4770,"tags=37%, list=23%, signal=29%",CCL20/KCNN4/CXCL10/PTGS2/SLPI/TMEM158/MALL/BMP2/ADAMDEC1/MPZL2/MAP4K1/GPRC5B/BTBD3/PDCD1LG2/CTSS/IL2RG/TRAF1/ETV5/PLAUR/HKDC1/CXCR4/YRDC/IL1RL2/EPHB2/LCP1/BIRC3/IKZF1/TLR8/CD37/ITGB2/TNFAIP3/SOX9/WNT7A/TNFRSF1B/PCSK1N/ADAM17/ZNF639/IRF8/ALDH1A3/ETS1/LIF/FCER1G/USH1C/IL10RA/FGF9/CSF2RA/ETV4/DOCK2/WDR33/DCBLD2/ERO1A/NGF/GYPC/IL7R/SNAP91/ANGPTL4/LAPTM5/PSMB8/GPNMB/HSD11B1/LY96/IGFBP3/TMEM100/PRDM1/TNNT2/TRIB2/PCP4/MYCN/ST6GAL1/RETN/ANKH/BTC,2,SNF_C2
HALLMARK_HYPOXIA,HALLMARK_HYPOXIA,194,0.3234383775491342,1.4708708662984944,0.004523540158384597,0.011308850395961492,0.004999702280319817,3098,"tags=25%, list=15%, signal=22%",NCAN/CHST2/ENO1/CSRP2/EGFR/PDK1/PIM1/PFKP/NDRG1/PPARGC1A/UGP2/RRAGD/PKP1/PGM1/CHST3/GAPDH/TPI1/PNRC1/NFIL3/ADORA2B/GCNT2/SLC2A5/TMEM45A/XPNPEP1/GPI/PRKCA/PLIN2/ADM/TES/PLAUR/EXT1/CXCR4/S100A4/SAP30/VLDLR/TKTL1/SLC2A1/VEGFA/PLAC8/HS3ST1/TNFAIP3/ISG20/SCARB1/PHKG1/JMJD6/DDIT4/PGK1/TGFBI/ETS1,2,SNF_C2
HALLMARK_SPERMATOGENESIS,HALLMARK_SPERMATOGENESIS,111,0.3648678083490725,1.5413259906785917,0.005372216648822053,0.012790992021004888,0.005654964893496898,2964,"tags=28%, list=15%, signal=24%",ART3/IL12RB2/LPIN1/RFC4/DMRT1/KIF2C/TTK/PSMG1/CCNA1/POMC/EZH2/DBF4/CCNB2/BUB1/ACRV1/SLC2A5/NCAPH/CSNK2A2/RPL39L/TKTL1/GFI1/TLE4/CDK1/TCP11/AURKA/TALDO1/CDKN3/CNIH2/PCSK1N/DCC/AGFG1,2,SNF_C2
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,113,0.3528211581389189,1.4981157312227116,0.011709305861823551,0.02661205877687171,0.011765331248722227,4869,"tags=36%, list=24%, signal=28%",PSAT1/CEBPB/SLC7A5/DKC1/CKS1B/PDIA6/CEBPG/CHAC1/CALR/NABP1/PDIA5/KHSRP/MTHFD2/ATF4/TARS1/VEGFA/TATDN2/NFYA/PREB/HSP90B1/H2AX/EIF4EBP1/EIF4G1/DDIT4/DDX10/NOP56/SRPRB/ERO1A/HYOU1/NOLC1/GEMIN4/POP4/SSR1/XPOT/EXOSC2/EXOSC4/LSM4/RRP9/CCL2/EXOSC9/EXOSC5,2,SNF_C2
HALLMARK_APICAL_JUNCTION,HALLMARK_APICAL_JUNCTION,198,0.3044294958187305,1.383482006512986,0.015304865665085512,0.03327144709801198,0.01470948187491056,5120,"tags=32%, list=25%, signal=24%",CLDN6/COL9A1/FSCN1/NRTN/RSU1/CDH3/EGFR/MSN/CALB2/SIRPA/ACTG2/DSC3/CLDN9/MPZL2/ICAM1/CDK8/VCAM1/ICAM5/MPZL1/CD274/PFN1/TRAF1/ARPC2/SLC30A3/NECTIN1/CX3CL1/ACTN4/ACTB/MVD/SPEG/RAC2/FYB1/CDH4/LAMC2/CD86/CD209/PTPRC/TGFBI/GNAI1/LAMB3/CLDN14/EPB41L2/NECTIN4/ITGB4/ITGA9/YWHAH/NF2/ACTN1/ADAM15/MAP4K2/ICAM2/SYK/DHX16/RHOF/CLDN4/ZYX/THBS3/SRC/AKT3/VASP/MMP9/MYH9/PLCG1,2,SNF_C2
HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,200,0.296885943570075,1.3506878877505872,0.02124469342206212,0.04425977796262942,0.01956748078347827,7421,"tags=48%, list=37%, signal=30%",UQCRH/LDHB/PDHA1/POLR2F/ATP5F1C/MDH1/MRPL15/GPI/CYCS/TIMM50/TOMM22/ATP5MC3/SLC25A5/POR/MRPS22/PHB2/NDUFA9/SUPV3L1/MRPS12/FDX1/HCCS/COX5A/MRPL11/MRPS15/TIMM8B/MPC1/COX4I1/ALAS1/MDH2/ATP5MF/FH/SDHD/AFG3L2/UQCRFS1/FXN/COX7B/IDH2/NDUFA6/IMMT/SUCLG1/HSD17B10/HTRA2/DLAT/CYB5R3/ACAA2/SDHB/CYC1/COX10/BAX/PHYH/COX6B1/DECR1/COX5B/NDUFB3/UQCRB/ATP5PF/IDH3G/NDUFB5/ATP5PB/ATP6V1F/SDHA/ATP5PO/LDHA/NDUFV1/LRPPRC/NDUFS6/NQO2/DLD/TIMM10/TIMM17A/MGST3/VDAC2/NDUFS3/SLC25A6/ATP5MC1/OPA1/COX7A2L/MRPL34/NDUFA1/ETFA/VDAC3/PDP1/NDUFA4/HADHA/NDUFB6/UQCRC1/PMPCA/NDUFB7/IDH3B/NDUFB2/ATP5MG/UQCR10/OAT/SLC25A3/COX7A2,2,SNF_C2
HALLMARK_BILE_ACID_METABOLISM,HALLMARK_BILE_ACID_METABOLISM,104,-0.2733466204784173,-1.3158364027788014,0.029616028489005096,0.05923205697801019,0.02618680413764661,4504,"tags=38%, list=22%, signal=29%",FDXR/SLC23A1/ABCA6/APOA1/PECR/DHCR24/CYP46A1/GNMT/BCAR3/DIO1/HSD3B7/ATXN1/SULT2B1/PEX1/RETSAT/RXRA/AMACR/LIPE/ABCA9/LONP2/ABCA8/NEDD4/ISOC1/PEX7/EPHX2/ABCA2/PEX11G/CROT/PEX19/AR/ABCD3/PEX11A/ABCA3/PEX12/SLC27A2/EFHC1/HSD17B4/NUDT12/SERPINA6,2,SNF_C2
HALLMARK_DNA_REPAIR,HALLMARK_DNA_REPAIR,149,0.3091766773777277,1.3519652812011371,0.0318223112480914,0.061196752400175775,0.027055406324288236,7114,"tags=49%, list=35%, signal=32%",RFC4/SF3A3/POLR2F/UPF3B/SSRP1/RFC2/ALYREF/ADA/POLR1C/SUPT5H/TYMS/PNP/GTF3C5/POLD1/FEN1/VPS37B/POLR2D/RAD51/RFC3/CLP1/SEC61A1/DGUOK/HCLS1/PCNA/PDE6G/CSTF3/TAF13/ELOA/POLH/SDCBP/HPRT1/NELFE/UMPS/CMPK2/ZWINT/PDE4B/RPA2/POLA2/POLR3C/ADRM1/RBX1/GSDME/POLR2H/POLR1H/RALA/SAC3D1/GUK1/TAF1C/ERCC3/NUDT21/NCBP2/POLR2C/APRT/GTF2B/NT5C3A/NME1/GTF2A2/CDA/ITPA/POLD3/TAF12/NELFCD/AGO4/RFC5/NPR2/TAF6/NELFB/POLR2I/DGCR8/LIG1/POLR2J/RNMT/POLR2K,2,SNF_C2
HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_PI3K_AKT_MTOR_SIGNALING,103,0.3292458296115213,1.3746788818001345,0.03636363636363636,0.06734006734006734,0.029771398192450824,6132,"tags=39%, list=30%, signal=27%",EGFR/PDK1/NCK1/ACTR3/CALR/PFN1/IL2RG/SFN/CXCR4/DAPP1/LCK/CDK4/FASLG/SLC2A1/CDK1/E2F1/AP2M1/NFKBIB/PRKCB/MAP2K3/HSP90B1/MYD88/SLA/NGF/ACTR2/CDK2/RPS6KA3/CFL1/RPS6KA1/MAPKAP1/CSNK2B/PLCG1/DDIT3/ADCY2/STAT2/TRAF2/NOD1/ARF1/MKNK1/MAP3K7,2,SNF_C2
HALLMARK_WNT_BETA_CATENIN_SIGNALING,HALLMARK_WNT_BETA_CATENIN_SIGNALING,42,0.4195351454634309,1.5136769623587476,0.038306141024471364,0.06840382325798458,0.030241690282477394,3535,"tags=31%, list=17%, signal=26%",WNT6/SKP2/NOTCH1/HDAC2/DKK1/PPARD/CUL1/ADAM17/WNT5B/GNAI1/TCF7/MYC/PTCH1,2,SNF_C2
HALLMARK_UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_DN,143,-0.24815210116441172,-1.2709956832433893,0.042099039214835376,0.07258455037040581,0.032090011742705725,5642,"tags=41%, list=28%, signal=30%",NIPBL/FHL2/PRDM2/MGMT/SCAF8/SYNJ2/PHF3/BCKDHB/RGS4/ATRN/TJP1/COL1A1/ZMIZ1/DDAH1/COL1A2/COL3A1/COL5A2/MIOS/PMP22/TGFBR3/KCNMA1/CITED2/CDKN1B/MAP2K5/SFMBT1/YTHDC1/ATXN1/LPAR1/PRKAR2B/PDGFRB/MGLL/PRKCE/ATRX/DLC1/DBP/PIAS3/DUSP1/RBPMS/RXRA/PTEN/RUNX1/BDNF/CAP2/IGFBP5/SMAD3/SPOP/ICA1/DMAC2L/AMPH/CDON/GJA1/MAGI2/AGGF1/BHLHE40/TOGARAM1/IRS1/IGF1R/INPP4B/APBB2,2,SNF_C2
HALLMARK_KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,181,0.28952003110314767,1.3028269239648416,0.05012224938875306,0.08353708231458844,0.03693218376013383,4190,"tags=30%, list=21%, signal=24%",CHST2/CLDN16/TGM1/TCF7L1/SLC6A14/CCNA1/CDKAL1/PKP1/KLK7/GPR3/SOX10/RYR1/CYP39A1/IFNG/GPR19/KLK8/DTNB/NUDT11/EDAR/SLC38A3/PDCD1/TEX15/CKM/GTF3C5/STAG3/SLC30A3/TFCP2L1/SMPX/SERPINB2/KRT5/TLX1/KLHDC8A/TCL1A/CPA2/PTGFR/CALCB/MEFV/KCNN1/GP1BA/EDN1/DCC/CD80/CAMK1D/PLAG1/UPK3B/LGALS7/MACROH2A2/CD40LG/WNT16/CALML5/KCNMB1/ITGB1BP2/PAX3/EDN2,2,SNF_C2
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,47,0.3835903567889031,1.4218871046579822,0.061711079943899017,0.09953399990951453,0.04400450522315379,6874,"tags=47%, list=34%, signal=31%",PFKP/PRDX4/PRNP/SCAF4/IPCEF1/MPO/TXN/CDKN2D/MBP/NDUFA6/PRDX1/STK25/FTL/PRDX6/FES/ABCC1/G6PD/TXNRD1/LSP1/GCLM/OXSR1/LAMTOR5,2,SNF_C2
