k,n,events,cindex_cluster_age,cindex_purity_age,cindex_both,lrt_cluster_over_purity_age,lrt_cluster_over_purity_age_p
2,1058,147,0.646058906934777,0.6382846738850219,0.6458172209332302,0.9072330271797,0.3408496454919232
3,1058,147,0.6445201727249291,0.6382846738850219,0.6431103377159062,0.5992816514451533,0.7410843513216123
