k,endpoint,view,label,n_boot_valid,point_estimate,ci90_lower,ci90_upper,ci95_lower,ci95_upper,sesoi,p_tost,p_two_sided,equivalent,superior,conclusion,mdd_80pct_power,p_two_sided_BH,p_tost_BH,superior_after_BH,equivalent_after_BH
3,cindex_cluster_only,dorothea_AC__ulm,cindex_cluster_only:dorothea_AC__ulm,1000,2.6184509613230277e-4,-0.026262987385614448,0.008968791351123669,-0.034413401686407045,0.0319493405016822,0.02,0.055,0.826,FALSE,FALSE,"INCONCLUSIVE: cannot exclude zero, and cannot exclude a meaningful effect either -- underpowered",0.03152691615647674,0.99,0.12452941176470587,FALSE,FALSE
3,cindex_cluster_only,dorothea_AC__viper,cindex_cluster_only:dorothea_AC__viper,1000,5.465699941863494e-4,-0.02691665516969004,0.0096834681320574,-0.03406517474027273,0.03151003464948904,0.02,0.058,0.748,FALSE,FALSE,"INCONCLUSIVE: cannot exclude zero, and cannot exclude a meaningful effect either -- underpowered",0.03177660087905151,0.99,0.12452941176470587,FALSE,FALSE
3,cindex_cluster_only,dorothea_AC_edgeperm__consensus,cindex_cluster_only:dorothea_AC_edgeperm__consensus,1000,-0.0037906755936928365,-0.033844981835556495,0.007715597459533804,-0.03679532096255225,0.00903112734547534,0.02,0.147,0.984,FALSE,FALSE,"INCONCLUSIVE: cannot exclude zero, and cannot exclude a meaningful effect either -- underpowered",0.03558366034908764,0.99,0.17400000000000002,FALSE,FALSE
3,cindex_cluster_only,dorothea_AC_edgeperm__mlm,cindex_cluster_only:dorothea_AC_edgeperm__mlm,1000,-0.004777856889411522,-0.03404461476734549,0.013403815104545257,-0.03631047022038519,0.014821788241894134,0.02,0.283,0.852,FALSE,FALSE,"INCONCLUSIVE: cannot exclude zero, and cannot exclude a meaningful effect either -- underpowered",0.04592192398688748,0.99,0.29310714285714284,FALSE,FALSE
3,cindex_cluster_only,dorothea_AC_edgeperm__norm_wsum,cindex_cluster_only:dorothea_AC_edgeperm__norm_wsum,1000,-0.004078239617476421,-0.03442947455701044,0.007685674143933318,-0.03622240738346612,0.009230530596102763,0.02,0.156,0.988,FALSE,FALSE,"INCONCLUSIVE: cannot exclude zero, and cannot exclude a meaningful effect either -- underpowered",0.03630521310764211,0.99,0.17400000000000002,FALSE,FALSE
3,cindex_cluster_only,dorothea_AC_edgeperm__ulm,cindex_cluster_only:dorothea_AC_edgeperm__ulm,1000,-0.00341791546591644,-0.03408243189198204,0.0067284147050225545,-0.036369435197752424,0.008331648650185784,0.02,0.12,0.97,FALSE,FALSE,"INCONCLUSIVE: cannot exclude zero, and cannot exclude a meaningful effect either -- underpowered",0.033202566544195594,0.99,0.15818181818181817,FALSE,FALSE
3,cindex_cluster_only,dorothea_AC_edgeperm__viper,cindex_cluster_only:dorothea_AC_edgeperm__viper,1000,-0.00439783105973146,-0.03474713825509161,0.007430494829774436,-0.03725384405566244,0.008445588436201865,0.02,0.155,0.958,FALSE,FALSE,"INCONCLUSIVE: cannot exclude zero, and cannot exclude a meaningful effect either -- underpowered",0.03586080602908525,0.99,0.17400000000000002,FALSE,FALSE
3,lrt_over_age_er,collectri__consensus,lrt_over_age_er:collectri__consensus,1000,-3.2631545334506264,-8.017710517270917,0.9575314875228285,-8.999094887449838,1.7154194579749846,3.84,0.384,0.188,FALSE,FALSE,"INCONCLUSIVE: cannot exclude zero, and cannot exclude a meaningful effect either -- underpowered",7.691455333433059,0.5536363636363636,0.5568,FALSE,FALSE
3,lrt_over_age_er,collectri__norm_wsum,lrt_over_age_er:collectri__norm_wsum,1000,-4.050084430623827,-8.937546039525115,0.06609528312810581,-9.900209015808695,0.6581016104609715,3.84,0.484,0.108,FALSE,FALSE,"INCONCLUSIVE: cannot exclude zero, and cannot exclude a meaningful effect either -- underpowered",7.771569569838851,0.44742857142857145,0.6683809523809523,FALSE,FALSE
3,lrt_over_age_er,collectri__ulm,lrt_over_age_er:collectri__ulm,1000,-3.151373488484809,-7.807256171226527,0.7863548817835169,-9.088152530583146,1.606389215277338,3.84,0.37,0.196,FALSE,FALSE,"INCONCLUSIVE: cannot exclude zero, and cannot exclude a meaningful effect either -- underpowered",7.5981663826292145,0.5536363636363636,0.5568,FALSE,FALSE
3,lrt_over_age_er,collectri__viper,lrt_over_age_er:collectri__viper,1000,-2.7433165961160086,-7.654351138879884,1.5713407913378432,-8.521747786668357,2.4840740981715443,3.84,0.331,0.302,FALSE,FALSE,"INCONCLUSIVE: cannot exclude zero, and cannot exclude a meaningful effect either -- underpowered",7.901655725526233,0.7298333333333332,0.5568,FALSE,FALSE
3,lrt_over_age_er,collectri_edgeperm__consensus,lrt_over_age_er:collectri_edgeperm__consensus,1000,-4.345651166761934,-11.134551176599233,1.1590245600322302,-12.046718555530607,2.110682106515874,3.84,0.517,0.21,FALSE,FALSE,"INCONCLUSIVE: cannot exclude zero, and cannot exclude a meaningful effect either -- underpowered",10.40158168819774,0.5536363636363636,0.6815,FALSE,FALSE
3,lrt_over_age_er,collectri_edgeperm__mlm,lrt_over_age_er:collectri_edgeperm__mlm,1000,0.499361652587384,-3.4628453923884988,4.699589480028315,-4.089722574529423,5.510944740292734,3.84,0.098,0.854,FALSE,FALSE,"INCONCLUSIVE: cannot exclude zero, and cannot exclude a meaningful effect either -- underpowered",6.894246062205914,0.952,0.4126923076923077,FALSE,FALSE
3,lrt_over_age_er,collectri_edgeperm__norm_wsum,lrt_over_age_er:collectri_edgeperm__norm_wsum,1000,-6.2002063987746405,-13.20623366353766,-0.5877192082165499,-15.223956632874614,0.8279701444049783,3.84,0.714,0.08,FALSE,FALSE,"INCONCLUSIVE: cannot exclude zero, and cannot exclude a meaningful effect either -- underpowered",11.15903509036431,0.44742857142857145,0.7808518518518519,FALSE,FALSE
3,lrt_over_age_er,collectri_edgeperm__ulm,lrt_over_age_er:collectri_edgeperm__ulm,1000,-5.793389868739291,-12.656412001728949,-0.22709199516257536,-14.83528961946322,1.1447776822919404,3.84,0.67,0.094,FALSE,FALSE,"INCONCLUSIVE: cannot exclude zero, and cannot exclude a meaningful effect either -- underpowered",11.156131418744437,0.44742857142857145,0.7772,FALSE,FALSE
3,lrt_over_age_er,collectri_edgeperm__viper,lrt_over_age_er:collectri_edgeperm__viper,1000,-5.539658447281395,-12.558843250950758,-0.028929248022087916,-13.685919233625555,0.8889034051807355,3.84,0.635,0.098,FALSE,FALSE,"INCONCLUSIVE: cannot exclude zero, and cannot exclude a meaningful effect either -- underpowered",10.542676452034176,0.44742857142857145,0.7672916666666666,FALSE,FALSE
3,lrt_over_age_er,dorothea_AB__consensus,lrt_over_age_er:dorothea_AB__consensus,1000,-0.16115826430858943,-5.386483057656733,5.140535645991984,-6.296452792838499,6.091157167592468,3.84,0.104,0.952,FALSE,FALSE,"INCONCLUSIVE: cannot exclude zero, and cannot exclude a meaningful effect either -- underpowered",8.761447976571455,0.952,0.4126923076923077,FALSE,FALSE
3,lrt_over_age_er,dorothea_AB__mlm,lrt_over_age_er:dorothea_AB__mlm,1000,0.19613658944724557,-4.9909730610914265,5.23205175171006,-6.161431388367283,6.2364473165774585,3.84,0.11,0.936,FALSE,FALSE,"INCONCLUSIVE: cannot exclude zero, and cannot exclude a meaningful effect either -- underpowered",8.718135559399201,0.952,0.4126923076923077,FALSE,FALSE
3,lrt_over_age_er,dorothea_AB__norm_wsum,lrt_over_age_er:dorothea_AB__norm_wsum,1000,-0.7272619723571061,-6.211527799075793,4.996028756113718,-7.32394916188764,6.284953375823578,3.84,0.151,0.78,FALSE,FALSE,"INCONCLUSIVE: cannot exclude zero, and cannot exclude a meaningful effect either -- underpowered",9.355703665550612,0.952,0.4126923076923077,FALSE,FALSE
3,lrt_over_age_er,dorothea_AB__ulm,lrt_over_age_er:dorothea_AB__ulm,1000,-1.2498647622559946,-6.894669166717903,4.467917157902319,-8.097985693510783,5.7731727276642175,3.84,0.205,0.67,FALSE,FALSE,"INCONCLUSIVE: cannot exclude zero, and cannot exclude a meaningful effect either -- underpowered",9.645172517937315,0.952,0.42464285714285716,FALSE,FALSE
3,lrt_over_age_er,dorothea_AB__viper,lrt_over_age_er:dorothea_AB__viper,1000,-1.1061914602621763,-6.666649488688108,4.397287641242564,-7.746329509244197,5.910138749987253,3.84,0.179,0.71,FALSE,FALSE,"INCONCLUSIVE: cannot exclude zero, and cannot exclude a meaningful effect either -- underpowered",9.183452082670575,0.952,0.4126923076923077,FALSE,FALSE
3,lrt_over_age_er,dorothea_AB_edgeperm__consensus,lrt_over_age_er:dorothea_AB_edgeperm__consensus,1000,-4.738498887435437,-11.406932630397206,0.6944195037141973,-12.918752984575713,2.075183586792171,3.84,0.57,0.18,FALSE,FALSE,"INCONCLUSIVE: cannot exclude zero, and cannot exclude a meaningful effect either -- underpowered",10.573362554337924,0.5536363636363636,0.718695652173913,FALSE,FALSE
3,lrt_over_age_er,dorothea_AB_edgeperm__mlm,lrt_over_age_er:dorothea_AB_edgeperm__mlm,1000,-2.2614315977280457,-6.914963578524385,1.9954648911788333,-7.976876554341743,2.9764875596943945,3.84,0.274,0.392,FALSE,FALSE,"INCONCLUSIVE: cannot exclude zero, and cannot exclude a meaningful effect either -- underpowered",7.619606885478604,0.8744615384615385,0.49662500000000004,FALSE,FALSE
3,lrt_over_age_er,dorothea_AB_edgeperm__norm_wsum,lrt_over_age_er:dorothea_AB_edgeperm__norm_wsum,1000,-7.952850543650436,-15.480420911543206,-1.7790050269413804,-17.472011506490528,-0.9903252461458578,3.84,0.832,0.022,FALSE,FALSE,"INCONCLUSIVE: cannot exclude zero, and cannot exclude a meaningful effect either -- underpowered",11.80116266066995,0.44742857142857145,0.832,FALSE,FALSE
3,lrt_over_age_er,dorothea_AB_edgeperm__ulm,lrt_over_age_er:dorothea_AB_edgeperm__ulm,1000,-7.254759912537762,-14.830951323670433,-1.1865590328455278,-16.75220840154757,-0.17385211537812437,3.84,0.791,0.048,FALSE,FALSE,"INCONCLUSIVE: cannot exclude zero, and cannot exclude a meaningful effect either -- underpowered",11.889418259277365,0.44742857142857145,0.8192500000000001,FALSE,FALSE
3,lrt_over_age_er,dorothea_AB_edgeperm__viper,lrt_over_age_er:dorothea_AB_edgeperm__viper,1000,-6.515677211093537,-13.987359282717172,-0.5780413531319031,-15.712356105457184,0.5552096714731729,3.84,0.727,0.068,FALSE,FALSE,"INCONCLUSIVE: cannot exclude zero, and cannot exclude a meaningful effect either -- underpowered",11.641134507789662,0.44742857142857145,0.7808518518518519,FALSE,FALSE
3,lrt_over_age_er,dorothea_AC__consensus,lrt_over_age_er:dorothea_AC__consensus,1000,0.4371523646476471,-5.382270881747808,6.642455301143217,-6.830542009054306,7.898274336580926,3.84,0.165,0.93,FALSE,FALSE,"INCONCLUSIVE: cannot exclude zero, and cannot exclude a meaningful effect either -- underpowered",10.267569878263975,0.952,0.4126923076923077,FALSE,FALSE
3,lrt_over_age_er,dorothea_AC__mlm,lrt_over_age_er:dorothea_AC__mlm,1000,-0.23348656544136065,-4.4691005488900375,4.094538419632227,-5.891174822478569,5.242505866628605,3.84,0.078,0.904,FALSE,FALSE,"INCONCLUSIVE: cannot exclude zero, and cannot exclude a meaningful effect either -- underpowered",7.379765295028408,0.952,0.4126923076923077,FALSE,FALSE
3,lrt_over_age_er,dorothea_AC__norm_wsum,lrt_over_age_er:dorothea_AC__norm_wsum,1000,-0.4384518500375871,-6.518474829516345,5.761476479992778,-7.804704189300037,7.079864279914817,3.84,0.165,0.884,FALSE,FALSE,"INCONCLUSIVE: cannot exclude zero, and cannot exclude a meaningful effect either -- underpowered",10.53439021170862,0.952,0.4126923076923077,FALSE,FALSE
3,lrt_over_age_er,dorothea_AC__ulm,lrt_over_age_er:dorothea_AC__ulm,1000,-0.4384518500372833,-6.518474829509432,5.761476479996143,-7.80470418929649,7.079864279911497,3.84,0.165,0.884,FALSE,FALSE,"INCONCLUSIVE: cannot exclude zero, and cannot exclude a meaningful effect either -- underpowered",10.534390211707873,0.952,0.4126923076923077,FALSE,FALSE
3,lrt_over_age_er,dorothea_AC__viper,lrt_over_age_er:dorothea_AC__viper,1000,-0.17064385842700358,-6.283376577167564,5.950671471043186,-7.4477441695240945,7.457072288440209,3.84,0.15,0.95,FALSE,FALSE,"INCONCLUSIVE: cannot exclude zero, and cannot exclude a meaningful effect either -- underpowered",10.56142203973997,0.952,0.4126923076923077,FALSE,FALSE
3,lrt_over_age_er,dorothea_AC_edgeperm__consensus,lrt_over_age_er:dorothea_AC_edgeperm__consensus,1000,-0.5756545344793758,-6.302511133580538,4.98347905483497,-7.10630151388982,6.193698265176362,3.84,0.16,0.866,FALSE,FALSE,"INCONCLUSIVE: cannot exclude zero, and cannot exclude a meaningful effect either -- underpowered",9.496887615964752,0.952,0.4126923076923077,FALSE,FALSE
3,lrt_over_age_er,dorothea_AC_edgeperm__mlm,lrt_over_age_er:dorothea_AC_edgeperm__mlm,1000,2.746190963552639,-3.1926150674319613,9.201003613969624,-4.37765043052841,10.86530664785491,3.84,0.362,0.468,FALSE,FALSE,"INCONCLUSIVE: cannot exclude zero, and cannot exclude a meaningful effect either -- underpowered",10.761042843022572,0.952,0.5568,FALSE,FALSE
3,lrt_over_age_er,dorothea_AC_edgeperm__norm_wsum,lrt_over_age_er:dorothea_AC_edgeperm__norm_wsum,1000,-0.764423580129449,-6.396446821846984,4.836985826354612,-7.403911227556591,6.104387720757859,3.84,0.163,0.79,FALSE,FALSE,"INCONCLUSIVE: cannot exclude zero, and cannot exclude a meaningful effect either -- underpowered",9.559060767221814,0.952,0.4126923076923077,FALSE,FALSE
3,lrt_over_age_er,dorothea_AC_edgeperm__ulm,lrt_over_age_er:dorothea_AC_edgeperm__ulm,1000,-1.1194415072261727,-6.599233404142706,4.421091779483867,-7.659248351561246,5.508265922240298,3.84,0.185,0.718,FALSE,FALSE,"INCONCLUSIVE: cannot exclude zero, and cannot exclude a meaningful effect either -- underpowered",9.301217506884566,0.952,0.4126923076923077,FALSE,FALSE
3,lrt_over_age_er,dorothea_AC_edgeperm__viper,lrt_over_age_er:dorothea_AC_edgeperm__viper,1000,-1.465549299033557,-7.240516923682572,4.2679469427703225,-8.831189483854814,5.4648530739545995,3.84,0.23,0.656,FALSE,FALSE,"INCONCLUSIVE: cannot exclude zero, and cannot exclude a meaningful effect either -- underpowered",9.961732930873199,0.952,0.4446666666666667,FALSE,FALSE
